Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,9021,1986,4,25,Y
IDCJAC0002,9021,1986,5,20.7,Y
IDCJAC0002,9021,1986,6,18.3,Y
IDCJAC0002,9021,1986,7,16.2,Y
IDCJAC0002,9021,1986,8,17,Y
IDCJAC0002,9021,1986,9,19.8,Y
IDCJAC0002,9021,1986,10,20.6,Y
IDCJAC0002,9021,1986,11,25.9,Y
IDCJAC0002,9021,1986,12,28.6,Y
IDCJAC0002,9021,1987,1,30.3,Y
IDCJAC0002,9021,1987,2,32.8,Y
IDCJAC0002,9021,1987,3,30,Y
IDCJAC0002,9021,1987,4,26.1,Y
IDCJAC0002,9021,1987,5,20.8,Y
IDCJAC0002,9021,1987,6,19.6,Y
IDCJAC0002,9021,1987,7,18.1,Y
IDCJAC0002,9021,1987,8,19.1,Y
IDCJAC0002,9021,1987,9,22.3,Y
IDCJAC0002,9021,1987,10,22.9,Y
IDCJAC0002,9021,1987,11,25.4,Y
IDCJAC0002,9021,1987,12,28.8,Y
IDCJAC0002,9021,1988,1,30.2,Y
IDCJAC0002,9021,1988,2,34.9,Y
IDCJAC0002,9021,1988,3,31.7,Y
IDCJAC0002,9021,1988,4,27.1,Y
IDCJAC0002,9021,1988,5,21.5,Y
IDCJAC0002,9021,1988,6,19.2,Y
IDCJAC0002,9021,1988,7,18,Y
IDCJAC0002,9021,1988,8,18.6,Y
IDCJAC0002,9021,1988,9,20.3,Y
IDCJAC0002,9021,1988,10,21.9,Y
IDCJAC0002,9021,1988,11,26.1,Y
IDCJAC0002,9021,1988,12,29,Y
IDCJAC0002,9021,1989,1,32.1,Y
IDCJAC0002,9021,1989,2,32,Y
IDCJAC0002,9021,1989,3,30.9,Y
IDCJAC0002,9021,1989,4,25.7,Y
IDCJAC0002,9021,1989,5,22.4,Y
IDCJAC0002,9021,1989,6,18.5,Y
IDCJAC0002,9021,1989,7,16.8,Y
IDCJAC0002,9021,1989,8,18.8,Y
IDCJAC0002,9021,1989,9,20,Y
IDCJAC0002,9021,1989,10,20.1,Y
IDCJAC0002,9021,1989,11,27.3,Y
IDCJAC0002,9021,1989,12,27.4,Y
IDCJAC0002,9021,1990,1,29.1,Y
IDCJAC0002,9021,1990,2,31.1,Y
IDCJAC0002,9021,1990,3,28.9,Y
IDCJAC0002,9021,1990,4,24.5,Y
IDCJAC0002,9021,1990,5,20.9,Y
IDCJAC0002,9021,1990,6,17.8,Y
IDCJAC0002,9021,1990,7,17,Y
IDCJAC0002,9021,1990,8,17,Y
IDCJAC0002,9021,1990,9,21.2,Y
IDCJAC0002,9021,1990,10,21,Y
IDCJAC0002,9021,1990,11,25.3,Y
IDCJAC0002,9021,1990,12,28,Y
