Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,23000,2024,10,16,19.5,1,Y
IDCJAC0011,23000,2024,12,6,19.6,1,Y
IDCJAC0011,23000,2024,3,8,19.7,1,Y
IDCJAC0011,23000,2024,3,14,19.9,1,Y
IDCJAC0011,23000,2024,1,15,20,1,Y
IDCJAC0011,23000,2024,12,5,20,1,Y
IDCJAC0011,23000,2024,2,27,20.2,1,N
IDCJAC0011,23000,2024,1,23,20.3,1,Y
IDCJAC0011,23000,2024,3,17,20.8,1,Y
IDCJAC0011,23000,2024,2,13,21,1,N
IDCJAC0011,23000,2024,1,25,21.1,1,Y
IDCJAC0011,23000,2024,1,7,21.2,1,Y
IDCJAC0011,23000,2024,3,18,21.5,1,Y
IDCJAC0011,23000,2024,1,5,21.6,1,Y
IDCJAC0011,23000,2024,10,17,21.6,1,Y
IDCJAC0011,23000,2024,12,7,22.4,1,Y
IDCJAC0011,23000,2024,1,16,22.6,1,Y
IDCJAC0011,23000,2024,3,13,23.2,1,Y
IDCJAC0011,23000,2024,1,6,23.5,1,Y
IDCJAC0011,23000,2024,2,28,24,1,N
IDCJAC0011,23000,2024,2,21,24.2,1,N
IDCJAC0011,23000,2024,3,11,24.2,1,Y
IDCJAC0011,23000,2024,2,20,24.5,1,N
IDCJAC0011,23000,2024,3,12,24.6,1,Y
IDCJAC0011,23000,2024,11,23,24.6,1,N
IDCJAC0011,23000,2024,1,13,25.4,1,Y
IDCJAC0011,23000,2024,3,9,25.7,1,Y
IDCJAC0011,23000,2024,11,22,26.3,1,N
IDCJAC0011,23000,2024,3,10,26.6,1,Y
IDCJAC0011,23000,2024,12,26,26.8,1,Y
IDCJAC0011,23000,2024,12,16,29.6,1,Y
